laureate_id,file_name,gender,known_name,full_name,birth_year,award_year,category,prize_amount_adjusted,motivation,affiliation_name,affiliation_city,award_country,award_continent,prize_index,is_science
752,sulston,male,John E. Sulston,John E. Sulston,1942.0,2002,Physiology or Medicine,15218228,for their discoveries concerning genetic regulation of organ development and programmed cell death,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,Europe,1,1
288,walker,male,John E. Walker,John E. Walker,1941.0,1997,Chemistry,12105174,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Europe,1,1
356,enders,male,John F. Enders,John Franklin Enders,1897.0,1954,Physiology or Medicine,3338644,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Harvard Medical School,"Boston, MA",USA,North America,1,1
712,nash,male,John F. Nash Jr.,John F. Nash Jr.,1928.0,1994,Economic Sciences,11696265,for their pioneering analysis of equilibria in the theory of non-cooperative games,Princeton University,"Princeton, NJ",USA,North America,1,1
605,galsworthy,male,John Galsworthy,John Galsworthy,1867.0,1932,Literature,6675842,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,,,United Kingdom,Europe,1,0
205,northrop,male,John H. Northrop,John Howard Northrop,1891.0,1946,Chemistry,3166301,for their preparation of enzymes and virus proteins in a pure form,Rockefeller Institute for Medical Research,"Princeton, NJ",USA,North America,1,1
109,vleck,male,John H. Van Vleck,John Hasbrouck Van Vleck,1899.0,1977,Physics,3896009,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Harvard University,"Cambridge, MA",USA,North America,1,1
566,hume,male,John Hume,John Hume,1937.0,1998,Peace,12283299,for their efforts to find a peaceful solution to the conflict in Northern Ireland,,,United Kingdom,Europe,1,0
1037,hopfield,male,John J. Hopfield,John J. Hopfield,1933.0,2024,Physics,11000000,for foundational discoveries and inventions that enable machine learning with artificial neural networks,Princeton University,"Princeton, NJ",USA,North America,1,1
1041,jumper,male,John Jumper,John Jumper,1985.0,2024,Chemistry,11000000,for protein structure prediction,Google DeepMind,London,United Kingdom,Europe,1,1
792,hall,male,John L. Hall,John L. Hall,1934.0,2005,Physics,14809494,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique","University of Colorado, JILA","Boulder, CO",USA,North America,1,1
1052,martinis,male,John M. Martinis,John M. Martinis,1958.0,2025,Physics,11000000,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,University of California,"Santa Barbara, CA",USA,North America,1,1
314,macleod,male,John Macleod,John James Rickard Macleod,1876.0,1923,Physiology or Medicine,4007513,for the discovery of insulin,University of Toronto,Toronto,Canada,North America,1,1
903,okeefe,male,John O'Keefe,John O'Keefe,1939.0,2014,Physiology or Medicine,10596648,for their discoveries of cells that constitute a positioning system in the brain,University College,London,United Kingdom,Europe,1,1
291,pople,male,John Pople,John A. Pople,1925.0,1998,Chemistry,12283299,for his development of computational methods in quantum chemistry,Northwestern University,"Evanston, IL",USA,North America,1,1
681,hicks,male,John R. Hicks,John R. Hicks,1904.0,1972,Economic Sciences,4230781,for their pioneering contributions to general economic equilibrium theory and welfare theory,All Souls College,Oxford,United Kingdom,Europe,1,1
507,mott,male,John R. Mott,John Raleigh Mott,1865.0,1946,Peace,3166301,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,,,USA,North America,1,0
427,vane,male,John R. Vane,John R. Vane,1927.0,1982,Physiology or Medicine,3923237,for their discoveries concerning prostaglandins and related biologically active substances,The Wellcome Research Laboratories,Beckenham,United Kingdom,Europe,1,1
634,steinbeck,male,John Steinbeck,John Steinbeck,1902.0,1962,Literature,3587462,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",,,USA,North America,1,0
1032,fosse,male,Jon Fosse,Jon Fosse,1959.0,2023,Literature,11314967,for his innovative plays and prose which give voice to the unsayable,,,Norway,Europe,1,0
574,eizaguirre,male,José Echegaray,José Echegaray y Eizaguirre,1832.0,1904,Literature,9822844,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",,,Spain,Europe,1,0
563,ramos-horta,male,José Ramos-Horta,José Ramos-Horta,1949.0,1996,Peace,12000958,for their work towards a just and peaceful solution to the conflict in East Timor,,,East Timor,Oceania,1,0
675,saramago,male,José Saramago,José Saramago,1922.0,1998,Literature,12283299,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",,,Portugal,Europe,1,0
664,brodsky,male,Joseph Brodsky,Joseph Brodsky,1940.0,1987,Literature,5405582,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",,,USA,North America,1,0
442,murray,male,Joseph E. Murray,Joseph E. Murray,1919.0,1990,Physiology or Medicine,8003376,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Brigham and Women's Hospital,"Boston, MA",USA,North America,1,1
746,stiglitz,male,Joseph E. Stiglitz,Joseph E. Stiglitz,1943.0,2001,Economic Sciences,15547541,for their analyses of markets with asymmetric information,Columbia University,"New York, NY",USA,North America,1,1
337,erlanger,male,Joseph Erlanger,Joseph Erlanger,1874.0,1944,Physiology or Medicine,3174561,for their discoveries relating to the highly differentiated functions of single nerve fibres,Washington University,"St. Louis, MO",USA,North America,1,1
144,taylor,male,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,1941.0,1993,Physics,11436789,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",Princeton University,"Princeton, NJ",USA,North America,1,1
433,goldstein,male,Joseph L. Goldstein,Joseph L. Goldstein,1940.0,1985,Physiology or Medicine,4860820,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,North America,1,1
560,rotblat,male,Joseph Rotblat,Joseph Rotblat,1908.0,1995,Peace,11732784,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",,,United Kingdom,Europe,1,0
1008,angrist,male,Joshua D. Angrist,Joshua D. Angrist,1960.0,2021,Economic Sciences,12096939,for their methodological contributions to the analysis of causal relationships,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1,1
366,lederberg,male,Joshua Lederberg,Joshua Lederberg,1925.0,1958,Physiology or Medicine,3346838,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,University of Wisconsin,"Madison, WI",USA,North America,1,1
934,santos,male,Juan Manuel Santos,Juan Manuel Santos,1951.0,2016,Peace,10496956,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,,,,,1,0
627,jimenez,male,Juan Ramón Jiménez,Juan Ramón Jiménez,1881.0,1956,Literature,3413609,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",,,Spain,Europe,1,0
862,hoffmann,male,Jules A. Hoffmann,Jules A. Hoffmann,1941.0,2011,Physiology or Medicine,13335208,for their discoveries concerning the activation of innate immunity,University of Strasbourg,Strasbourg,France,Europe,1,1
309,bordet,male,Jules Bordet,Jules Bordet,1870.0,1919,Physiology or Medicine,3006134,for his discoveries relating to immunity,Brussels University,Brussels,Belgium,Europe,1,1
85,schwinger,male,Julian Schwinger,Julian Schwinger,1918.0,1965,Physics,3519063,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Harvard University,"Cambridge, MA",USA,North America,1,1
396,axelrod,male,Julius Axelrod,Julius Axelrod,1912.0,1970,Physiology or Medicine,4018644,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",National Institutes of Health,"Bethesda, MD",USA,North America,1,1
317,wagner-jauregg,male,Julius Wagner-Jauregg,Julius Wagner-Jauregg,1857.0,1927,Physiology or Medicine,4544453,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Vienna University,Vienna,Austria,Europe,1,1
131,muller,male,K. Alex Müller,K. Alexander Müller,1927.0,1987,Physics,5405582,for their important break-through in the discovery of superconductivity in ceramic materials,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Europe,1,1
743,sharpless,male,K. Barry Sharpless,K. Barry Sharpless,1941.0,2001,Chemistry,15547541,for his work on chirally catalysed oxidation reactions,The Scripps Research Institute,"La Jolla, CA",USA,North America,1,1
743,sharpless,male,K. Barry Sharpless,K. Barry Sharpless,1941.0,2022,Chemistry,11162900,for the development of click chemistry and bioorthogonal chemistry,Scripps Research,"La Jolla, CA",USA,North America,2,1
120,siegbahn,male,Kai M. Siegbahn,Kai M. Siegbahn,1918.0,1981,Physics,3704688,for his contribution to the development of high-resolution electron spectroscopy,Uppsala University,Uppsala,Sweden,Europe,1,1
913,satyarthi,male,Kailash Satyarthi,Kailash Satyarthi,1954.0,2014,Peace,10596648,for their struggle against the suppression of children and young people and for the right of all children to education,,,India,Asia,1,0
586,gjellerup,male,Karl Gjellerup,Karl Adolph Gjellerup,1857.0,1917,Literature,4957724,"for his varied and rich poetry, which is inspired by lofty ideals",,,Denmark,Europe,1,0
321,landsteiner,male,Karl Landsteiner,Karl Landsteiner,1868.0,1930,Physiology or Medicine,6407146,for his discovery of human blood groups,Rockefeller Institute for Medical Research,"New York, NY",USA,North America,1,1
400,frisch,male,Karl von Frisch,Karl von Frisch,1886.0,1973,Physiology or Medicine,4213275,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Zoologisches Institut der Universität München,Munich,Germany,Europe,1,1
228,ziegler,male,Karl Ziegler,Karl Ziegler,1898.0,1963,Chemistry,3590371,for their discoveries in the field of the chemistry and technology of high polymers,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,Europe,1,1
278,mullis,male,Kary B. Mullis,Kary B. Mullis,1944.0,1993,Chemistry,11436789,for his invention of the polymerase chain reaction (PCR) method,,,USA,North America,1,1
1024,kariko,female,Katalin Karikó,Katalin Karikó,1955.0,2023,Physiology or Medicine,11314967,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,Szeged University,Szeged,Hungary,Europe,1,1
947,ishiguro,male,Kazuo Ishiguro,Kazuo Ishiguro,1954.0,2017,Literature,11603589,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",,,,,1,0
386,hartline,male,Keffer Hartline,Haldan Keffer Hartline,1903.0,1967,Physiology or Medicine,3595829,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Rockefeller University,"New York, NY",USA,North America,1,1
257,fukui,male,Kenichi Fukui,Kenichi Fukui,1918.0,1981,Chemistry,3704688,"for their theories, developed independently, concerning the course of chemical reactions",Kyoto University,Kyoto,Japan,Asia,1,1
121,wilson,male,Kenneth G. Wilson,Kenneth G. Wilson,1936.0,1982,Physics,3923237,for his theory for critical phenomena in connection with phase transitions,Cornell University,"Ithaca, NY",USA,North America,1,1
682,arrow,male,Kenneth J. Arrow,Kenneth J. Arrow,1921.0,1972,Economic Sciences,4230781,for their pioneering contributions to general economic equilibrium theory and welfare theory,Harvard University,"Cambridge, MA",USA,North America,1,1
671,oe,male,Kenzaburo Oe,Kenzaburo Oe,1935.0,1994,Literature,11696265,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",,,Japan,Asia,1,0
725,dae-jung,male,Kim Dae-jung,Kim Dae-jung,1924.0,2000,Peace,14331095,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",,,South Korea,Asia,1,0
943,thorne,male,Kip S. Thorne,Kip S. Thorne,1940.0,2017,Physics,11603589,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration,,,,1,1
473,arnoldson,male,Klas Pontus Arnoldson,Klas Pontus Arnoldson,1844.0,1908,Peace,8958535,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,,Sweden,Europe,1,0
1000,hasselmann,male,Klaus Hasselmann,Klaus Hasselmann,1931.0,2021,Physics,12096939,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",Max Planck Institute for Meteorology,Hamburg,Germany,Europe,1,1
126,klitzing,male,Klaus von Klitzing,Klaus von Klitzing,1943.0,1985,Physics,4860820,for the discovery of the quantized Hall effect,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,Europe,1,1
589,hamsun,male,Knut Hamsun,Knut Pedersen Hamsun,1859.0,1920,Literature,3028106,"for his monumental work, <I>Growth of the Soil</I>",,,Norway,Europe,1,0
749,annan,male,Kofi Annan,Kofi Atta Annan,1938.0,2001,Peace,15547541,for their work for a better organized and more peaceful world,,,Ghana,Africa,1,0
757,tanaka,male,Koichi Tanaka,Koichi Tanaka,1959.0,2002,Chemistry,15218228,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,Shimadzu Corp.,Kyoto,Japan,Asia,1,1
378,bloch,male,Konrad Bloch,Konrad Bloch,1912.0,1964,Physiology or Medicine,3576149,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Harvard University,"Cambridge, MA",USA,North America,1,1
401,lorenz,male,Konrad Lorenz,Konrad Lorenz,1903.0,1973,Physiology or Medicine,4213275,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria,Europe,1,1
850,novoselov,male,Konstantin Novoselov,Konstantin Novoselov,1974.0,2010,Physics,13681477,for groundbreaking experiments regarding the two-dimensional material graphene,University of Manchester,Manchester,United Kingdom,Europe,1,1
211,alder,male,Kurt Alder,Kurt Alder,1902.0,1950,Chemistry,3857077,for their discovery and development of the diene synthesis,Cologne University,Cologne,Germany,Europe,1,1
758,wuthrich,male,Kurt Wüthrich,Kurt Wüthrich,1938.0,2002,Chemistry,15218228,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,Europe,1,1
236,onsager,male,Lars Onsager,Lars Onsager,1903.0,1968,Chemistry,3859767,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",Yale University,"New Haven, CT",USA,North America,1,1
895,hansen,male,Lars Peter Hansen,Lars Peter Hansen,1952.0,2013,Economic Sciences,10578918,for their empirical analysis of asset prices,University of Chicago,"Chicago, IL",USA,North America,1,1
1056,krasznahorkai,male,László Krasznahorkai,László Krasznahorkai,1954.0,2025,Literature,11000000,"for his compelling and visionary oeuvre that, in the midst of apocalyptic terror, reaffirms the power of art",,,,,1,0
21,wl-bragg,male,Lawrence Bragg,William Lawrence Bragg,1890.0,1915,Physics,7862394,for their services in the analysis of crystal structure by means of X-rays,Victoria University,Manchester,United Kingdom,Europe,1,1
694,klein,male,Lawrence R. Klein,Lawrence R. Klein,1920.0,1980,Economic Sciences,3654081,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,University of Pennsylvania,"Philadelphia, PA",USA,North America,1,1
531,tho,male,Le Duc Tho ,Le Duc Tho ,1911.0,1973,Peace,4213275,for jointly having negotiated a cease fire in Vietnam in 1973,,,Vietnam,Asia,1,0
523,red-cross-league,,,,,1963,Peace,3590371,for promoting the principles of the Geneva Convention and cooperation with the UN,,,,,1,0
545,walesa,male,Lech Wałęsa,Lech Wałęsa,1943.0,1983,Peace,4698151,for non-violent struggle for free trade unions and human rights in Poland,,,Poland,Europe,1,0
735,hartwell,male,Leland Hartwell,Leland H. Hartwell,1939.0,2001,Physiology or Medicine,15547541,for their discoveries of key regulators of the cell cycle,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,North America,1,1
97,esaki,male,Leo Esaki,Leo Esaki,1925.0,1973,Physics,4213275,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",USA,North America,1,1
484,bourgeois,male,Léon Bourgeois,Léon Victor Auguste Bourgeois,1851.0,1920,Peace,3028106,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,,,France,Europe,1,0
512,jouhaux,male,Léon Jouhaux,Léon Jouhaux,1879.0,1951,Peace,3396650,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,,,France,Europe,1,0
132,lederman,male,Leon M. Lederman,Leon M. Lederman,1922.0,1988,Physics,5874628,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Fermi National Accelerator Laboratory,"Batavia, IL",USA,North America,1,1
95,cooper,male,Leon N. Cooper,Leon Neil Cooper,1930.0,1972,Physics,4230781,"for their jointly developed theory of superconductivity, usually called the BCS-theory",Brown University,"Providence, RI",USA,North America,1,1
820,hurwicz,male,Leonid Hurwicz,Leonid Hurwicz,1917.0,2007,Economic Sciences,14291742,for having laid the foundations of mechanism design theory,University of Minnesota,"Minneapolis, MN",USA,North America,1,1
686,kantorovich,male,Leonid Vitaliyevich Kantorovich,Leonid Vitaliyevich Kantorovich,1912.0,1975,Economic Sciences,4304697,for their contributions to the theory of optimum allocation of resources,Academy of Sciences,Moscow,Russia,Europe,1,1
200,ruzicka,male,Leopold Ruzicka,Leopold Ruzicka,1887.0,1939,Chemistry,5346318,for his work on polymethylenes and higher terpenes,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,Europe,1,1
516,pearson,male,Lester Bowles Pearson,Lester Bowles Pearson,1897.0,1957,Peace,3411444,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,,,Canada,North America,1,0
77,landau,male,Lev Landau,Lev Davidovich Landau,1908.0,1962,Physics,3587462,"for his pioneering theories for condensed matter, especially liquid helium",Academy of Sciences,Moscow,Russia,Europe,1,1
870,gbowee,female,Leymah Gbowee,Leymah Gbowee,1972.0,2011,Peace,13335208,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,,,Liberia,Africa,1,0
775,buck,female,Linda B. Buck,Linda B. Buck,1947.0,2004,Physiology or Medicine,14874529,for their discoveries of odorant receptors and the organization of the olfactory system,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,North America,1,1
217,pauling,male,Linus Pauling,Linus Carl Pauling,1901.0,1954,Chemistry,3338644,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,1,1
217,pauling,male,Linus Pauling,Linus Carl Pauling,1901.0,1962,Peace,3587462,for his fight against the nuclear arms race between East and West,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,2,0
855,xiaobo,male,Liu Xiaobo,Liu Xiaobo,1955.0,2010,Peace,13681477,for his long and non-violent struggle for fundamental human rights in China,,,China,Asia,1,0
883,shapley,male,Lloyd S. Shapley,Lloyd S. Shapley,1923.0,2012,Economic Sciences,10573021,for the theory of stable allocations and the practice of market design,University of California,"Los Angeles, CA",USA,North America,1,1
510,orr,male,Lord Boyd Orr,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",1880.0,1949,Peace,3705636,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",,,United Kingdom,Europe,1,0
8,strutt,male,Lord Rayleigh,Lord Rayleigh (John William Strutt),1842.0,1904,Physics,9822844,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,Royal Institution of Great Britain,London,United Kingdom,Europe,1,1
221,todd,male,Lord Todd,Lord (Alexander R.) Todd,1907.0,1957,Chemistry,3411444,for his work on nucleotides and nucleotide co-enzymes,University of Cambridge,Cambridge,United Kingdom,Europe,1,1
1030,brus,male,Louis Brus,Louis E. Brus,1943.0,2023,Chemistry,11314967,for the discovery and synthesis of quantum dots,Columbia University,"New York, NY",USA,North America,1,1
36,broglie,male,Louis de Broglie,Prince Louis-Victor Pierre Raymond de Broglie,1892.0,1929,Physics,6206272,for his discovery of the wave nature of electrons,"Sorbonne University, Institut Henri Poincaré",Paris,France,Europe,1,1
459,ignarro,male,Louis J. Ignarro,Louis J. Ignarro,1941.0,1998,Physiology or Medicine,12283299,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of California School of Medicine,"Los Angeles, CA",USA,North America,1,1
92,neel,male,Louis Néel,Louis Eugène Félix Néel,1904.0,1970,Physics,4018644,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,University of Grenoble,Grenoble,France,Europe,1,1
472,renault,male,Louis Renault,Louis Renault,1843.0,1907,Peace,8894198,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,Sorbonne University,Paris,France,Europe,1,0
993,gluck,female,Louise Glück,Louise Glück,1943.0,2020,Literature,12361835,for her unmistakable poetic voice that with austere beauty makes individual existence universal,,,USA,North America,1,0
825,montagnier,male,Luc Montagnier,Luc Montagnier,1932.0,2008,Physiology or Medicine,13817016,for their discovery of human immunodeficiency virus,World Foundation for AIDS Research and Prevention,Paris,France,Europe,1,1
493,quidde,male,Ludwig Quidde,Ludwig Quidde,1858.0,1927,Peace,4544453,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,,Germany,Europe,1,0
607,pirandello,male,Luigi Pirandello,Luigi Pirandello,1867.0,1934,Literature,6534637,for his bold and ingenious revival of dramatic and scenic art,,,Italy,Europe,1,0
89,alvarez,male,Luis Alvarez,Luis Walter Alvarez,1911.0,1968,Physics,3859767,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",University of California,"Berkeley, CA",USA,North America,1,1
239,leloir,male,Luis Leloir,Luis F. Leloir,1906.0,1970,Chemistry,4018644,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Institute for Biochemical Research,Buenos Aires,Argentina,South America,1,1
977,whittingham,male,M. Stanley Whittingham,M. Stanley Whittingham,1941.0,2019,Chemistry,11178104,for the development of lithium-ion batteries,"Binghamton University, State University of New York","New York, NY",USA,North America,1,1
536,corrigan,female,Mairead Corrigan,Mairead Corrigan,1944.0,1976,Peace,4226835,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,,,United Kingdom,Europe,1,0
827,kobayashi,male,Makoto Kobayashi,Makoto Kobayashi,1944.0,2008,Physics,13817016,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,Asia,1,1
914,yousafzai,female,Malala Yousafzai,Malala Yousafzai,1997.0,2014,Peace,10596648,for their struggle against the suppression of children and young people and for the right of all children to education,,,United Kingdom,Europe,1,0
233,eigen,male,Manfred Eigen,Manfred Eigen,1927.0,1967,Chemistry,3595829,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,Europe,1,1
29,siegbahn,male,Manne Siegbahn,Karl Manne Georg Siegbahn,1886.0,1924,Physics,4069717,for his discoveries and research in the field of X-ray spectroscopy,Uppsala University,Uppsala,Sweden,Europe,1,1
1057,machado,female,Maria Corina Machado,Maria Corina Machado,1967.0,2025,Peace,11000000,for her tireless work promoting democratic rights for the people of Venezuela and for her struggle to achieve a just and peaceful transition from dictatorship to democracy,,,Venezuela,South America,1,0
79,mayer,female,Maria Goeppert Mayer,Maria Goeppert Mayer,1906.0,1963,Physics,3590371,for their discoveries concerning nuclear shell structure,University of California,"San Diego, CA",USA,North America,1,1
1005,ressa,female,Maria Ressa,Maria Ressa,1963.0,2021,Peace,12096939,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",,,Philippines,Asia,1,0
6,marie-curie,female,Marie Curie,"Marie Curie, née Skłodowska",1867.0,1903,Physics,9857642,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,,,,,1,1
6,marie-curie,female,Marie Curie,"Marie Curie, née Skłodowska",1867.0,1911,Chemistry,9266329,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",Sorbonne University,Paris,France,Europe,2,1
282,molina,male,Mario J. Molina,Mario J. Molina,1943.0,1995,Chemistry,11732784,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1,1
811,capecchi,male,Mario R. Capecchi,Mario R. Capecchi,1937.0,2007,Physiology or Medicine,14291742,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,University of Utah,"Salt Lake City, UT",USA,North America,1,1
854,vargas_llosa,male,Mario Vargas Llosa,Mario Vargas Llosa,1936.0,2010,Literature,13681477,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",,,,,1,0
390,nirenberg,male,Marshall W. Nirenberg,Marshall W. Nirenberg,1927.0,1968,Physiology or Medicine,3859767,for their interpretation of the genetic code and its function in protein synthesis,National Institutes of Health,"Bethesda, MD",USA,North America,1,1
830,chalfie,male,Martin Chalfie,Martin Chalfie,1947.0,2008,Chemistry,13817016,"for the discovery and development of the green fluorescent protein, GFP",Columbia University,"New York, NY",USA,North America,1,1
889,karplus,male,Martin Karplus,Martin Karplus,1930.0,2013,Chemistry,10578918,for the development of multiscale models for complex chemical systems,Université de Strasbourg,Strasbourg,France,Europe,1,1
147,perl,male,Martin L. Perl,Martin L. Perl,1927.0,1995,Physics,11732784,for the discovery of the tau lepton,Stanford University,"Stanford, CA",USA,North America,1,1
524,king,male,Martin Luther King Jr.,Martin Luther King Jr.,1929.0,1964,Peace,3576149,for his non-violent struggle for civil rights for the Afro-American population,,,USA,North America,1,0
451,rodbell,male,Martin Rodbell,Martin Rodbell,1925.0,1994,Physiology or Medicine,11696265,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",USA,North America,1,1
100,ryle,male,Martin Ryle,Sir Martin Ryle,1918.0,1974,Physics,4126741,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",University of Cambridge,Cambridge,United Kingdom,Europe,1,1
159,veltman,male,Martinus J.G. Veltman,Martinus J.G. Veltman,1931.0,1999,Physics,12707531,for elucidating the quantum structure of electroweak interactions in physics,,,the Netherlands,Europe,1,1
833,ahtisaari,male,Martti Ahtisaari,Martti Ahtisaari,1937.0,2008,Peace,13817016,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",,,Finland,Europe,1,0
1047,brunkow,female,Mary E. Brunkow,Mary E. Brunkow,1961.0,2025,Physiology or Medicine,11000000,for their discoveries concerning peripheral immune tolerance,Institute for Systems Biology,"Seattle, WA",USA,North America,1,1
754,koshiba,male,Masatoshi Koshiba,Masatoshi Koshiba,1926.0,2002,Physics,15218228,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",University of Tokyo,Tokyo,Japan,Asia,1,1
702,allais,male,Maurice Allais,Maurice Allais,1911.0,1988,Economic Sciences,5874628,for his pioneering contributions to the theory of markets and efficient utilization of resources,École Nationale Supérieur des Mines de Paris,Paris,France,Europe,1,1
581,maeterlinck,male,Maurice Maeterlinck,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,1862.0,1911,Literature,9266329,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",,,Belgium,Europe,1,0
374,wilkins,male,Maurice Wilkins,Maurice Hugh Frederick Wilkins,1916.0,1962,Physiology or Medicine,3587462,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,London University,London,United Kingdom,Europe,1,1
61,born,male,Max Born,Max Born,1882.0,1954,Physics,3338644,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",Edinburgh University,Edinburgh,United Kingdom,Europe,1,1
