laureate_id,file_name,gender,known_name,full_name,birth_date,birth_year,birth_country,birth_country_now,birth_continent,birth_location,death_year,prize_count,first_award_year,first_category,first_prize_amount_adjusted,first_motivation,first_affiliation_name,first_affiliation_city,first_award_country,first_award_continent,is_science
931,sauvage,male,Jean-Pierre Sauvage,Jean-Pierre Sauvage,1944-10-21,1944.0,France,France,Europe,"Paris, France",,1,2016,Chemistry,10496956,for the design and synthesis of molecular machines,University of Strasbourg,Strasbourg,France,Europe,1
938,hall,male,Jeffrey C. Hall,Jeffrey C. Hall,1945-05-03,1945.0,USA,USA,North America,"New York, NY, USA",,1,2017,Physiology or Medicine,11603589,for their discoveries of molecular mechanisms controlling the circadian rhythm,University of Maine,"Maine, ME",USA,North America,1
992,doudna,female,Jennifer A. Doudna,Jennifer A. Doudna,1964-02-19,1964.0,USA,USA,North America,"Washington, D.C., USA",,1,2020,Chemistry,12361835,for the development of a method for genome editing,University of California,"Berkeley, CA",USA,North America,1
289,skou,male,Jens C. Skou,Jens C. Skou,1918-10-08,1918.0,Denmark,Denmark,Europe,"Lemvig, Denmark",2018.0,1,1997,Chemistry,12105174,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",Aarhus University,Aarhus,Denmark,Europe,1
138,friedman,male,Jerome I. Friedman,Jerome I. Friedman,1930-03-28,1930.0,USA,USA,North America,"Chicago, IL, USA",,1,1990,Physics,8003376,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1
263,karle,male,Jerome Karle,Jerome Karle,1918-06-18,1918.0,USA,USA,North America,"New York, NY, USA",2013.0,1,1985,Chemistry,4860820,for their outstanding achievements in the development of direct methods for the determination of crystal structures,US Naval Research Laboratory,"Washington, D.C.",USA,North America,1
762,carter,male,Jimmy Carter,James Earl Carter,1924-10-01,1924.0,USA,USA,North America,"Plains, GA, USA",2024.0,1,2002,Peace,15218228,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",,,USA,North America,0
945,frank,male,Joachim Frank,Joachim Frank,1940-09-12,1940.0,Germany,Germany,Europe,"Siegen, Germany",,1,2017,Chemistry,11603589,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,Columbia University,"New York, NY",USA,North America,1
565,williams,female,Jody Williams,Jody Williams,1950-10-09,1950.0,USA,USA,North America,"Rutland, VT, USA",,1,1997,Peace,12105174,for their work for the banning and clearing of anti-personnel mines,,,USA,North America,0
1058,mokyr,male,Joel Mokyr,Joel Mokyr,1946-07-26,1946.0,the Netherlands,the Netherlands,Europe,"Leiden, the Netherlands",,1,2025,Economic Sciences,11000000,for having identified the prerequisites for sustained growth through technological progress,Northwestern University,"Evanston, IL",USA,North America,1
270,deisenhofer,male,Johann Deisenhofer,Johann Deisenhofer,1943-09-30,1943.0,Germany,Germany,Europe,"Zusamaltheim, Germany",,1,1988,Chemistry,5874628,for the determination of the three-dimensional structure of a photosynthetic reaction centre,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,North America,1
15,waals,male,Johannes Diderik van der Waals,Johannes Diderik van der Waals,1837-11-23,1837.0,the Netherlands,the Netherlands,Europe,"Leiden, the Netherlands",1923.0,1,1910,Physics,9016400,for his work on the equation of state for gases and liquids,Amsterdam University,Amsterdam,the Netherlands,Europe,1
316,fibiger,male,Johannes Fibiger,Johannes Andreas Grib Fibiger,1867-04-23,1867.0,Denmark,Denmark,Europe,"Silkeborg, Denmark",1928.0,1,1926,Physiology or Medicine,4138987,for his discovery of the Spiroptera carcinoma,Copenhagen University,Copenhagen,Denmark,Europe,1
24,stark,male,Johannes Stark,Johannes Stark,1874-04-15,1874.0,Germany,Germany,Europe,"Schickenhof, Germany",1957.0,1,1919,Physics,3006134,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,Greifswald University,Greifswald,Germany,Europe,1
614,jensen,male,Johannes V. Jensen,Johannes Vilhelm Jensen,1873-01-20,1873.0,Denmark,Denmark,Europe,"Farsø, Denmark",1950.0,1,1944,Literature,3174561,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",,,Denmark,Europe,0
756,fenn,male,John B. Fenn,John B. Fenn,1917-06-15,1917.0,USA,USA,North America,"New York, NY, USA",2010.0,1,2002,Chemistry,15218228,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,Virginia Commonwealth University,"Richmond, VA",USA,North America,1
976,goodenough,male,John B. Goodenough,John B. Goodenough,1922-07-25,1922.0,Germany,Germany,Europe,"Jena, Germany",2023.0,1,2019,Chemistry,11178104,for the development of lithium-ion batteries,University of Texas,"Austin, TX",USA,North America,1
66,bardeen,male,John Bardeen,John Bardeen,1908-05-23,1908.0,USA,USA,North America,"Madison, WI, USA",1991.0,2,1956,Physics,3413609,for their researches on semiconductors and their discovery of the transistor effect,University of Illinois,"Urbana, IL",USA,North America,1
711,harsanyi,male,John C. Harsanyi,John C. Harsanyi,1920-05-29,1920.0,Hungary,Hungary,Europe,"Budapest, Hungary",2000.0,1,1994,Economic Sciences,11696265,for their pioneering analysis of equilibria in the theory of non-cooperative games,University of California,"Berkeley, CA",USA,North America,1
227,kendrew,male,John C. Kendrew,John Cowdery Kendrew,1917-03-24,1917.0,United Kingdom,United Kingdom,Europe,"Oxford, United Kingdom",1997.0,1,1962,Chemistry,3587462,for their studies of the structures of globular proteins,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Europe,1
804,mather,male,John C. Mather,John C. Mather,1946-08-07,1946.0,USA,USA,North America,"Roanoke, VA, USA",,1,2006,Physics,14608749,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,NASA Goddard Space Flight Center,"Greenbelt, MD",USA,North America,1
266,polanyi,male,John C. Polanyi,John C. Polanyi,1929-01-23,1929.0,Germany,Germany,Europe,"Berlin, Germany",,1,1986,Chemistry,5182514,for their contributions concerning the dynamics of chemical elementary processes,University of Toronto,Toronto,Canada,North America,1
1050,clarke,male,John Clarke,John Clarke,1942-00-00,1942.0,United Kingdom,United Kingdom,Europe,"Cambridge, United Kingdom",,1,2025,Physics,11000000,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,University of California,"Berkeley, CA",USA,North America,1
1013,clauser,male,John Clauser,John F. Clauser,1942-12-01,1942.0,USA,USA,North America,"Pasadena, CA, USA",,1,2022,Physics,11162900,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",J.F. Clauser & Assoc.,"Walnut Creek, CA",USA,North America,1
56,cockcroft,male,John Cockcroft,Sir John Douglas Cockcroft,1897-05-27,1897.0,United Kingdom,United Kingdom,Europe,"Todmorden, United Kingdom",1967.0,1,1951,Physics,3396650,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,Atomic Energy Research Establishment,"Harwell, Berkshire",United Kingdom,Europe,1
247,cornforth,male,John Cornforth,John Warcup Cornforth,1917-09-07,1917.0,Australia,Australia,Oceania,"Sydney, Australia",2013.0,1,1975,Chemistry,4304697,for his work on the stereochemistry of enzyme-catalyzed reactions,University of Sussex,Brighton,United Kingdom,Europe,1
752,sulston,male,John E. Sulston,John E. Sulston,1942-03-27,1942.0,United Kingdom,United Kingdom,Europe,"Fulmer, United Kingdom",2018.0,1,2002,Physiology or Medicine,15218228,for their discoveries concerning genetic regulation of organ development and programmed cell death,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,Europe,1
288,walker,male,John E. Walker,John E. Walker,1941-01-07,1941.0,United Kingdom,United Kingdom,Europe,"Halifax, United Kingdom",,1,1997,Chemistry,12105174,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Europe,1
356,enders,male,John F. Enders,John Franklin Enders,1897-02-10,1897.0,USA,USA,North America,"West Hartford, CT, USA",1985.0,1,1954,Physiology or Medicine,3338644,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Harvard Medical School,"Boston, MA",USA,North America,1
712,nash,male,John F. Nash Jr.,John F. Nash Jr.,1928-06-13,1928.0,USA,USA,North America,"Bluefield, WV, USA",2015.0,1,1994,Economic Sciences,11696265,for their pioneering analysis of equilibria in the theory of non-cooperative games,Princeton University,"Princeton, NJ",USA,North America,1
605,galsworthy,male,John Galsworthy,John Galsworthy,1867-08-14,1867.0,United Kingdom,United Kingdom,Europe,"Kingston Hill, United Kingdom",1933.0,1,1932,Literature,6675842,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,,,United Kingdom,Europe,0
205,northrop,male,John H. Northrop,John Howard Northrop,1891-07-05,1891.0,USA,USA,North America,"Yonkers, NY, USA",1987.0,1,1946,Chemistry,3166301,for their preparation of enzymes and virus proteins in a pure form,Rockefeller Institute for Medical Research,"Princeton, NJ",USA,North America,1
109,vleck,male,John H. Van Vleck,John Hasbrouck Van Vleck,1899-03-13,1899.0,USA,USA,North America,"Middletown, CT, USA",1980.0,1,1977,Physics,3896009,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Harvard University,"Cambridge, MA",USA,North America,1
566,hume,male,John Hume,John Hume,1937-01-18,1937.0,Northern Ireland,Northern Ireland,Europe,"Londonderry, Northern Ireland",2020.0,1,1998,Peace,12283299,for their efforts to find a peaceful solution to the conflict in Northern Ireland,,,United Kingdom,Europe,0
1037,hopfield,male,John J. Hopfield,John J. Hopfield,1933-07-15,1933.0,USA,USA,North America,"Chicago, IL, USA",,1,2024,Physics,11000000,for foundational discoveries and inventions that enable machine learning with artificial neural networks,Princeton University,"Princeton, NJ",USA,North America,1
1041,jumper,male,John Jumper,John Jumper,1985-00-00,1985.0,USA,USA,North America,"Little Rock, AR, USA",,1,2024,Chemistry,11000000,for protein structure prediction,Google DeepMind,London,United Kingdom,Europe,1
792,hall,male,John L. Hall,John L. Hall,1934-08-21,1934.0,USA,USA,North America,"Denver, CO, USA",,1,2005,Physics,14809494,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique","University of Colorado, JILA","Boulder, CO",USA,North America,1
1052,martinis,male,John M. Martinis,John M. Martinis,1958-00-00,1958.0,,,,,,1,2025,Physics,11000000,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,University of California,"Santa Barbara, CA",USA,North America,1
314,macleod,male,John Macleod,John James Rickard Macleod,1876-09-06,1876.0,Scotland,Scotland,Europe,"Cluny, Scotland",1935.0,1,1923,Physiology or Medicine,4007513,for the discovery of insulin,University of Toronto,Toronto,Canada,North America,1
903,okeefe,male,John O'Keefe,John O'Keefe,1939-11-18,1939.0,USA,USA,North America,"New York, NY, USA",,1,2014,Physiology or Medicine,10596648,for their discoveries of cells that constitute a positioning system in the brain,University College,London,United Kingdom,Europe,1
291,pople,male,John Pople,John A. Pople,1925-10-31,1925.0,United Kingdom,United Kingdom,Europe,"Burnham-on-Sea, United Kingdom",2004.0,1,1998,Chemistry,12283299,for his development of computational methods in quantum chemistry,Northwestern University,"Evanston, IL",USA,North America,1
681,hicks,male,John R. Hicks,John R. Hicks,1904-04-08,1904.0,United Kingdom,United Kingdom,Europe,"Warwick, United Kingdom",1989.0,1,1972,Economic Sciences,4230781,for their pioneering contributions to general economic equilibrium theory and welfare theory,All Souls College,Oxford,United Kingdom,Europe,1
507,mott,male,John R. Mott,John Raleigh Mott,1865-05-25,1865.0,USA,USA,North America,"Livingston Manor, NY, USA",1955.0,1,1946,Peace,3166301,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,,,USA,North America,0
427,vane,male,John R. Vane,John R. Vane,1927-03-29,1927.0,United Kingdom,United Kingdom,Europe,"Tardebigg, United Kingdom",2004.0,1,1982,Physiology or Medicine,3923237,for their discoveries concerning prostaglandins and related biologically active substances,The Wellcome Research Laboratories,Beckenham,United Kingdom,Europe,1
634,steinbeck,male,John Steinbeck,John Steinbeck,1902-02-27,1902.0,USA,USA,North America,"Salinas, CA, USA",1968.0,1,1962,Literature,3587462,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",,,USA,North America,0
1032,fosse,male,Jon Fosse,Jon Fosse,1959-09-29,1959.0,Norway,Norway,Europe,"Haugesund, Norway",,1,2023,Literature,11314967,for his innovative plays and prose which give voice to the unsayable,,,Norway,Europe,0
574,eizaguirre,male,José Echegaray,José Echegaray y Eizaguirre,1832-04-19,1832.0,Spain,Spain,Europe,"Madrid, Spain",1916.0,1,1904,Literature,9822844,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",,,Spain,Europe,0
563,ramos-horta,male,José Ramos-Horta,José Ramos-Horta,1949-12-26,1949.0,East Timor,East Timor,Oceania,"Dili, East Timor",,1,1996,Peace,12000958,for their work towards a just and peaceful solution to the conflict in East Timor,,,East Timor,Oceania,0
675,saramago,male,José Saramago,José Saramago,1922-11-16,1922.0,Portugal,Portugal,Europe,"Azinhaga, Portugal",2010.0,1,1998,Literature,12283299,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",,,Portugal,Europe,0
664,brodsky,male,Joseph Brodsky,Joseph Brodsky,1940-05-24,1940.0,USSR,Russia,Europe,"Leningrad, USSR (now St. Petersburg, Russia)",1996.0,1,1987,Literature,5405582,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",,,USA,North America,0
442,murray,male,Joseph E. Murray,Joseph E. Murray,1919-04-01,1919.0,USA,USA,North America,"Milford, MA, USA",2012.0,1,1990,Physiology or Medicine,8003376,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Brigham and Women's Hospital,"Boston, MA",USA,North America,1
746,stiglitz,male,Joseph E. Stiglitz,Joseph E. Stiglitz,1943-02-09,1943.0,USA,USA,North America,"Gary, IN, USA",,1,2001,Economic Sciences,15547541,for their analyses of markets with asymmetric information,Columbia University,"New York, NY",USA,North America,1
337,erlanger,male,Joseph Erlanger,Joseph Erlanger,1874-01-05,1874.0,USA,USA,North America,"San Francisco, CA, USA",1965.0,1,1944,Physiology or Medicine,3174561,for their discoveries relating to the highly differentiated functions of single nerve fibres,Washington University,"St. Louis, MO",USA,North America,1
144,taylor,male,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,1941-03-29,1941.0,USA,USA,North America,"Philadelphia, PA, USA",,1,1993,Physics,11436789,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",Princeton University,"Princeton, NJ",USA,North America,1
433,goldstein,male,Joseph L. Goldstein,Joseph L. Goldstein,1940-04-18,1940.0,USA,USA,North America,"Sumter, SC, USA",,1,1985,Physiology or Medicine,4860820,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,North America,1
560,rotblat,male,Joseph Rotblat,Joseph Rotblat,1908-11-04,1908.0,Russian Empire,Poland,Europe,"Warsaw, Russian Empire (now Poland)",2005.0,1,1995,Peace,11732784,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",,,United Kingdom,Europe,0
1008,angrist,male,Joshua D. Angrist,Joshua D. Angrist,1960-09-18,1960.0,USA,USA,North America,"Columbus, OH, USA",,1,2021,Economic Sciences,12096939,for their methodological contributions to the analysis of causal relationships,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1
366,lederberg,male,Joshua Lederberg,Joshua Lederberg,1925-05-23,1925.0,USA,USA,North America,"Montclair, NJ, USA",2008.0,1,1958,Physiology or Medicine,3346838,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,University of Wisconsin,"Madison, WI",USA,North America,1
934,santos,male,Juan Manuel Santos,Juan Manuel Santos,1951-08-10,1951.0,Colombia,Colombia,South America,"Bogotá, Colombia",,1,2016,Peace,10496956,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,,,,,0
627,jimenez,male,Juan Ramón Jiménez,Juan Ramón Jiménez,1881-12-24,1881.0,Spain,Spain,Europe,"Moguer, Spain",1958.0,1,1956,Literature,3413609,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",,,Spain,Europe,0
862,hoffmann,male,Jules A. Hoffmann,Jules A. Hoffmann,1941-08-02,1941.0,Luxembourg,Luxembourg,Europe,"Echternach, Luxembourg",,1,2011,Physiology or Medicine,13335208,for their discoveries concerning the activation of innate immunity,University of Strasbourg,Strasbourg,France,Europe,1
309,bordet,male,Jules Bordet,Jules Bordet,1870-06-13,1870.0,Belgium,Belgium,Europe,"Soignies, Belgium",1961.0,1,1919,Physiology or Medicine,3006134,for his discoveries relating to immunity,Brussels University,Brussels,Belgium,Europe,1
85,schwinger,male,Julian Schwinger,Julian Schwinger,1918-02-12,1918.0,USA,USA,North America,"New York, NY, USA",1994.0,1,1965,Physics,3519063,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Harvard University,"Cambridge, MA",USA,North America,1
396,axelrod,male,Julius Axelrod,Julius Axelrod,1912-05-30,1912.0,USA,USA,North America,"New York, NY, USA",2004.0,1,1970,Physiology or Medicine,4018644,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",National Institutes of Health,"Bethesda, MD",USA,North America,1
317,wagner-jauregg,male,Julius Wagner-Jauregg,Julius Wagner-Jauregg,1857-03-07,1857.0,Austria,Austria,Europe,"Wels, Austria",1940.0,1,1927,Physiology or Medicine,4544453,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Vienna University,Vienna,Austria,Europe,1
131,muller,male,K. Alex Müller,K. Alexander Müller,1927-04-20,1927.0,Switzerland,Switzerland,Europe,"Basel, Switzerland",2023.0,1,1987,Physics,5405582,for their important break-through in the discovery of superconductivity in ceramic materials,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Europe,1
743,sharpless,male,K. Barry Sharpless,K. Barry Sharpless,1941-04-28,1941.0,USA,USA,North America,"Philadelphia, PA, USA",,2,2001,Chemistry,15547541,for his work on chirally catalysed oxidation reactions,The Scripps Research Institute,"La Jolla, CA",USA,North America,1
120,siegbahn,male,Kai M. Siegbahn,Kai M. Siegbahn,1918-04-20,1918.0,Sweden,Sweden,Europe,"Lund, Sweden",2007.0,1,1981,Physics,3704688,for his contribution to the development of high-resolution electron spectroscopy,Uppsala University,Uppsala,Sweden,Europe,1
913,satyarthi,male,Kailash Satyarthi,Kailash Satyarthi,1954-01-11,1954.0,India,India,Asia,"Vidisha, India",,1,2014,Peace,10596648,for their struggle against the suppression of children and young people and for the right of all children to education,,,India,Asia,0
586,gjellerup,male,Karl Gjellerup,Karl Adolph Gjellerup,1857-06-02,1857.0,Denmark,Denmark,Europe,"Roholte, Denmark",1919.0,1,1917,Literature,4957724,"for his varied and rich poetry, which is inspired by lofty ideals",,,Denmark,Europe,0
321,landsteiner,male,Karl Landsteiner,Karl Landsteiner,1868-06-14,1868.0,Austrian Empire,Austria,Europe,"Vienna, Austrian Empire (now Austria)",1943.0,1,1930,Physiology or Medicine,6407146,for his discovery of human blood groups,Rockefeller Institute for Medical Research,"New York, NY",USA,North America,1
400,frisch,male,Karl von Frisch,Karl von Frisch,1886-11-20,1886.0,Austria,Austria,Europe,"Vienna, Austria",1982.0,1,1973,Physiology or Medicine,4213275,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Zoologisches Institut der Universität München,Munich,Germany,Europe,1
228,ziegler,male,Karl Ziegler,Karl Ziegler,1898-11-26,1898.0,Germany,Germany,Europe,"Helsa, Germany",1973.0,1,1963,Chemistry,3590371,for their discoveries in the field of the chemistry and technology of high polymers,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,Europe,1
278,mullis,male,Kary B. Mullis,Kary B. Mullis,1944-12-28,1944.0,USA,USA,North America,"Lenoir, NC, USA",2019.0,1,1993,Chemistry,11436789,for his invention of the polymerase chain reaction (PCR) method,,,USA,North America,1
1024,kariko,female,Katalin Karikó,Katalin Karikó,1955-01-17,1955.0,Hungary,Hungary,Europe,"Szolnok, Hungary",,1,2023,Physiology or Medicine,11314967,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,Szeged University,Szeged,Hungary,Europe,1
947,ishiguro,male,Kazuo Ishiguro,Kazuo Ishiguro,1954-11-08,1954.0,Japan,Japan,Asia,"Nagasaki, Japan",,1,2017,Literature,11603589,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",,,,,0
386,hartline,male,Keffer Hartline,Haldan Keffer Hartline,1903-12-22,1903.0,USA,USA,North America,"Bloomsburg, PA, USA",1983.0,1,1967,Physiology or Medicine,3595829,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Rockefeller University,"New York, NY",USA,North America,1
257,fukui,male,Kenichi Fukui,Kenichi Fukui,1918-10-04,1918.0,Japan,Japan,Asia,"Nara, Japan",1998.0,1,1981,Chemistry,3704688,"for their theories, developed independently, concerning the course of chemical reactions",Kyoto University,Kyoto,Japan,Asia,1
121,wilson,male,Kenneth G. Wilson,Kenneth G. Wilson,1936-06-08,1936.0,USA,USA,North America,"Waltham, MA, USA",2013.0,1,1982,Physics,3923237,for his theory for critical phenomena in connection with phase transitions,Cornell University,"Ithaca, NY",USA,North America,1
682,arrow,male,Kenneth J. Arrow,Kenneth J. Arrow,1921-08-23,1921.0,USA,USA,North America,"New York, NY, USA",2017.0,1,1972,Economic Sciences,4230781,for their pioneering contributions to general economic equilibrium theory and welfare theory,Harvard University,"Cambridge, MA",USA,North America,1
671,oe,male,Kenzaburo Oe,Kenzaburo Oe,1935-01-31,1935.0,Japan,Japan,Asia,"Uchiko, Japan",2023.0,1,1994,Literature,11696265,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",,,Japan,Asia,0
725,dae-jung,male,Kim Dae-jung,Kim Dae-jung,1924-01-08,1924.0,Korea,South Korea,Asia,"Mokpo, Korea (now South Korea)",2009.0,1,2000,Peace,14331095,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",,,South Korea,Asia,0
943,thorne,male,Kip S. Thorne,Kip S. Thorne,1940-06-01,1940.0,USA,USA,North America,"Logan, UT, USA",,1,2017,Physics,11603589,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration,,,,1
473,arnoldson,male,Klas Pontus Arnoldson,Klas Pontus Arnoldson,1844-10-27,1844.0,Sweden,Sweden,Europe,"Gothenburg, Sweden",1916.0,1,1908,Peace,8958535,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,,Sweden,Europe,0
1000,hasselmann,male,Klaus Hasselmann,Klaus Hasselmann,1931-10-25,1931.0,Germany,Germany,Europe,"Hamburg, Germany",,1,2021,Physics,12096939,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",Max Planck Institute for Meteorology,Hamburg,Germany,Europe,1
126,klitzing,male,Klaus von Klitzing,Klaus von Klitzing,1943-06-28,1943.0,German-occupied Poland,Poland,Europe,"Schroda, German-occupied Poland (now Poland)",,1,1985,Physics,4860820,for the discovery of the quantized Hall effect,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,Europe,1
589,hamsun,male,Knut Hamsun,Knut Pedersen Hamsun,1859-08-04,1859.0,Norway,Norway,Europe,"Lom, Norway",1952.0,1,1920,Literature,3028106,"for his monumental work, <I>Growth of the Soil</I>",,,Norway,Europe,0
749,annan,male,Kofi Annan,Kofi Atta Annan,1938-04-08,1938.0,Gold Coast,Ghana,Africa,"Kumasi, Gold Coast (now Ghana)",2018.0,1,2001,Peace,15547541,for their work for a better organized and more peaceful world,,,Ghana,Africa,0
757,tanaka,male,Koichi Tanaka,Koichi Tanaka,1959-08-03,1959.0,Japan,Japan,Asia,"Toyama City, Japan",,1,2002,Chemistry,15218228,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,Shimadzu Corp.,Kyoto,Japan,Asia,1
378,bloch,male,Konrad Bloch,Konrad Bloch,1912-01-21,1912.0,Germany,Poland,Europe,"Neisse, Germany (now Nysa, Poland)",2000.0,1,1964,Physiology or Medicine,3576149,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Harvard University,"Cambridge, MA",USA,North America,1
401,lorenz,male,Konrad Lorenz,Konrad Lorenz,1903-11-07,1903.0,Austria,Austria,Europe,"Vienna, Austria",1989.0,1,1973,Physiology or Medicine,4213275,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria,Europe,1
850,novoselov,male,Konstantin Novoselov,Konstantin Novoselov,1974-08-23,1974.0,Russia,Russia,Europe,"Nizhny Tagil, Russia",,1,2010,Physics,13681477,for groundbreaking experiments regarding the two-dimensional material graphene,University of Manchester,Manchester,United Kingdom,Europe,1
211,alder,male,Kurt Alder,Kurt Alder,1902-07-10,1902.0,Prussia,Poland,Europe,"Königshütte, Prussia (now Chorzów, Poland)",1958.0,1,1950,Chemistry,3857077,for their discovery and development of the diene synthesis,Cologne University,Cologne,Germany,Europe,1
758,wuthrich,male,Kurt Wüthrich,Kurt Wüthrich,1938-10-04,1938.0,Switzerland,Switzerland,Europe,"Aarberg, Switzerland",,1,2002,Chemistry,15218228,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,Europe,1
236,onsager,male,Lars Onsager,Lars Onsager,1903-11-27,1903.0,Norway,Norway,Europe,"Kristiania (now Oslo), Norway",1976.0,1,1968,Chemistry,3859767,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",Yale University,"New Haven, CT",USA,North America,1
895,hansen,male,Lars Peter Hansen,Lars Peter Hansen,1952-10-26,1952.0,USA,USA,North America,"Urbana, IL, USA",,1,2013,Economic Sciences,10578918,for their empirical analysis of asset prices,University of Chicago,"Chicago, IL",USA,North America,1
1056,krasznahorkai,male,László Krasznahorkai,László Krasznahorkai,1954-01-05,1954.0,Hungary,Hungary,Europe,"Gyula, Hungary",,1,2025,Literature,11000000,"for his compelling and visionary oeuvre that, in the midst of apocalyptic terror, reaffirms the power of art",,,,,0
21,wl-bragg,male,Lawrence Bragg,William Lawrence Bragg,1890-03-31,1890.0,Australia,Australia,Oceania,"Adelaide, Australia",1971.0,1,1915,Physics,7862394,for their services in the analysis of crystal structure by means of X-rays,Victoria University,Manchester,United Kingdom,Europe,1
694,klein,male,Lawrence R. Klein,Lawrence R. Klein,1920-09-14,1920.0,USA,USA,North America,"Omaha, NE, USA",2013.0,1,1980,Economic Sciences,3654081,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,University of Pennsylvania,"Philadelphia, PA",USA,North America,1
531,tho,male,Le Duc Tho ,Le Duc Tho ,1911-10-14,1911.0,Vietnam,Vietnam,Asia,"Nam Ha province, Vietnam",1990.0,1,1973,Peace,4213275,for jointly having negotiated a cease fire in Vietnam in 1973,,,Vietnam,Asia,0
523,red-cross-league,,,,,,,,,,,1,1963,Peace,3590371,for promoting the principles of the Geneva Convention and cooperation with the UN,,,,,0
545,walesa,male,Lech Wałęsa,Lech Wałęsa,1943-09-29,1943.0,Poland,Poland,Europe,"Popowo, Poland",,1,1983,Peace,4698151,for non-violent struggle for free trade unions and human rights in Poland,,,Poland,Europe,0
